Location,Date,Time,Vehicle_Count,Traffic_Density,Average_Speed,Road_Type,Weather,Accident_Reported,Signal_Status
Sector 17,2025-06-24,01:00:00,133,High,43,Highway,Cloudy,No,Red
Sector 17,2025-06-24,02:00:00,1688,High,74,Highway,Cloudy,No,Red
Industrial Area,2025-06-24,03:00:00,1624,High,64,Street,Foggy,No,Green
Sector 22,2025-06-24,04:00:00,1086,Low,10,Main Road,Cloudy,No,Green
Sector 22,2025-06-24,05:00:00,1882,Medium,47,Highway,Sunny,No,Red
Sector 17,2025-06-24,06:00:00,1898,Medium,18,Street,Foggy,No,Yellow
Sector 22,2025-06-24,07:00:00,742,High,26,Street,Rainy,No,Red
IT Park,2025-06-24,08:00:00,542,Medium,61,Street,Cloudy,No,Red
Sector 43,2025-06-24,09:00:00,1341,Medium,27,Highway,Rainy,No,Green
Sector 43,2025-06-24,10:00:00,1598,High,72,Main Road,Cloudy,No,Yellow
Sector 17,2025-06-24,11:00:00,1193,Low,42,Highway,Foggy,No,Green
Sector 35,2025-06-24,12:00:00,1019,High,13,Street,Rainy,No,Yellow
Industrial Area,2025-06-24,13:00:00,402,Medium,61,Highway,Cloudy,No,Green
Sector 17,2025-06-24,14:00:00,1130,Low,18,Highway,Sunny,No,Red
Sector 22,2025-06-24,15:00:00,89,Medium,73,Street,Foggy,No,Yellow
Industrial Area,2025-06-24,16:00:00,1959,Low,39,Main Road,Cloudy,No,Green
Sector 35,2025-06-24,17:00:00,1409,Medium,17,Street,Cloudy,No,Red
Sector 22,2025-06-24,18:00:00,689,High,14,Street,Cloudy,No,Green
IT Park,2025-06-24,19:00:00,222,Medium,72,Highway,Foggy,No,Green
Sector 22,2025-06-24,20:00:00,1620,Medium,10,Street,Cloudy,No,Green
IT Park,2025-06-24,21:00:00,308,Low,24,Highway,Cloudy,No,Red
Industrial Area,2025-06-24,22:00:00,1961,Medium,47,Street,Rainy,No,Yellow
IT Park,2025-06-24,23:00:00,566,High,51,Street,Rainy,No,Green
Industrial Area,2025-06-25,00:00:00,779,High,55,Main Road,Foggy,No,Red
Industrial Area,2025-06-25,01:00:00,572,High,62,Street,Foggy,No,Green
Industrial Area,2025-06-25,02:00:00,1967,Low,35,Main Road,Sunny,No,Yellow
Industrial Area,2025-06-25,03:00:00,888,Low,70,Street,Cloudy,No,Green
Industrial Area,2025-06-25,04:00:00,166,Medium,76,Street,Rainy,No,Red
Sector 22,2025-06-25,05:00:00,233,Medium,63,Street,Rainy,No,Green
Industrial Area,2025-06-25,06:00:00,1979,Medium,31,Main Road,Cloudy,No,Green
Sector 22,2025-06-25,07:00:00,1947,Low,35,Highway,Cloudy,No,Yellow
Industrial Area,2025-06-25,08:00:00,1189,Low,69,Main Road,Foggy,No,Yellow
IT Park,2025-06-25,09:00:00,211,Medium,48,Street,Sunny,No,Yellow
Industrial Area,2025-06-25,10:00:00,1652,Low,45,Highway,Sunny,No,Green
Sector 35,2025-06-25,11:00:00,1785,Low,30,Street,Foggy,No,Red
Industrial Area,2025-06-25,12:00:00,592,High,50,Main Road,Foggy,No,Green
Industrial Area,2025-06-25,13:00:00,1660,High,57,Main Road,Rainy,Yes,Green
IT Park,2025-06-25,14:00:00,1310,Medium,35,Highway,Foggy,No,Green
Sector 43,2025-06-25,15:00:00,888,Medium,72,Main Road,Sunny,No,Green
IT Park,2025-06-25,16:00:00,1139,High,45,Street,Rainy,No,Yellow
Sector 35,2025-06-25,17:00:00,1143,Low,33,Highway,Sunny,No,Yellow
Sector 43,2025-06-25,18:00:00,1882,Medium,30,Street,Cloudy,No,Yellow
Sector 17,2025-06-25,19:00:00,496,Medium,27,Highway,Sunny,No,Yellow
Sector 17,2025-06-25,20:00:00,465,Medium,24,Highway,Rainy,Yes,Red
Sector 35,2025-06-25,21:00:00,581,Low,15,Street,Sunny,No,Green
IT Park,2025-06-25,22:00:00,490,High,52,Main Road,Rainy,Yes,Green
Sector 22,2025-06-25,23:00:00,787,Medium,40,Street,Rainy,No,Green
Sector 35,2025-06-26,00:00:00,513,High,37,Main Road,Foggy,No,Red
Sector 43,2025-06-26,01:00:00,1994,High,17,Main Road,Sunny,No,Red
Sector 43,2025-06-26,02:00:00,445,Low,38,Street,Foggy,No,Yellow
Industrial Area,2025-06-26,03:00:00,760,Low,30,Highway,Foggy,No,Green
Sector 17,2025-06-26,04:00:00,1624,Low,67,Street,Sunny,No,Green
Sector 43,2025-06-26,05:00:00,1730,Low,69,Highway,Rainy,No,Red
Sector 35,2025-06-26,06:00:00,1630,Low,59,Main Road,Cloudy,Yes,Green
Sector 43,2025-06-26,07:00:00,444,Low,40,Highway,Sunny,No,Red
Sector 35,2025-06-26,08:00:00,375,Medium,56,Street,Foggy,No,Yellow
Sector 22,2025-06-26,09:00:00,1966,High,43,Highway,Foggy,No,Red
Industrial Area,2025-06-26,10:00:00,1992,Low,11,Main Road,Rainy,No,Green
Sector 17,2025-06-26,11:00:00,1164,Medium,76,Main Road,Foggy,No,Red
Sector 43,2025-06-26,12:00:00,799,High,61,Highway,Cloudy,No,Red
Sector 35,2025-06-26,13:00:00,1143,Low,16,Main Road,Foggy,No,Yellow
IT Park,2025-06-26,14:00:00,1239,Low,28,Main Road,Rainy,No,Green
Sector 17,2025-06-26,15:00:00,691,Medium,24,Highway,Sunny,No,Green
Sector 22,2025-06-26,16:00:00,263,High,57,Main Road,Rainy,No,Yellow
Sector 35,2025-06-26,17:00:00,1925,Low,23,Highway,Foggy,No,Red
Industrial Area,2025-06-26,18:00:00,1674,High,12,Highway,Rainy,No,Red
Industrial Area,2025-06-26,19:00:00,1408,Medium,59,Main Road,Foggy,No,Green
Sector 22,2025-06-26,20:00:00,1837,Low,63,Highway,Rainy,No,Red
Sector 22,2025-06-26,21:00:00,418,High,15,Main Road,Sunny,No,Yellow
Industrial Area,2025-06-26,22:00:00,1934,Medium,58,Main Road,Foggy,No,Green
Sector 43,2025-06-26,23:00:00,1657,Medium,32,Main Road,Cloudy,No,Red
Sector 43,2025-06-27,00:00:00,1750,Low,29,Street,Cloudy,No,Yellow
Sector 35,2025-06-27,01:00:00,98,High,69,Main Road,Cloudy,Yes,Yellow
IT Park,2025-06-27,02:00:00,1125,Low,54,Highway,Cloudy,No,Green
Sector 35,2025-06-27,03:00:00,1362,Low,70,Highway,Foggy,No,Green
IT Park,2025-06-27,04:00:00,1863,High,65,Highway,Foggy,No,Red
Sector 22,2025-06-27,05:00:00,1699,High,11,Street,Sunny,No,Red
Sector 17,2025-06-27,06:00:00,1312,High,54,Street,Rainy,No,Red
Sector 35,2025-06-27,07:00:00,182,Medium,49,Highway,Foggy,No,Yellow
Sector 35,2025-06-27,08:00:00,1048,Medium,33,Highway,Cloudy,No,Yellow
IT Park,2025-06-27,09:00:00,835,High,38,Street,Foggy,Yes,Red
Sector 22,2025-06-27,10:00:00,1239,Medium,76,Highway,Cloudy,No,Green
Sector 22,2025-06-27,11:00:00,1447,Low,77,Main Road,Sunny,No,Yellow
IT Park,2025-06-27,12:00:00,422,High,75,Main Road,Rainy,No,Yellow
Sector 22,2025-06-27,13:00:00,1878,Low,63,Highway,Foggy,No,Red
Industrial Area,2025-06-27,14:00:00,1551,High,62,Main Road,Rainy,No,Green
Sector 43,2025-06-27,15:00:00,1828,Low,58,Highway,Cloudy,No,Yellow
Industrial Area,2025-06-27,16:00:00,528,High,41,Street,Cloudy,No,Green
Sector 17,2025-06-27,17:00:00,881,Low,70,Highway,Rainy,No,Yellow
Sector 35,2025-06-27,18:00:00,699,High,51,Street,Sunny,No,Green
Sector 17,2025-06-27,19:00:00,1664,High,10,Main Road,Rainy,No,Green
Sector 35,2025-06-27,20:00:00,731,Medium,72,Main Road,Rainy,No,Yellow
Sector 43,2025-06-27,21:00:00,1708,Low,44,Main Road,Foggy,No,Green
Sector 22,2025-06-27,22:00:00,737,Medium,60,Highway,Foggy,No,Yellow
Industrial Area,2025-06-27,23:00:00,1373,Low,54,Street,Cloudy,No,Yellow
IT Park,2025-06-28,00:00:00,131,Medium,74,Street,Foggy,No,Green
Industrial Area,2025-06-28,01:00:00,136,High,23,Main Road,Sunny,No,Yellow
Sector 43,2025-06-28,02:00:00,274,Medium,12,Main Road,Sunny,No,Green
Sector 17,2025-06-28,03:00:00,65,Medium,33,Street,Sunny,No,Yellow
IT Park,2025-06-28,04:00:00,871,High,74,Highway,Cloudy,No,Green
Sector 22,2025-06-28,05:00:00,1431,Medium,57,Main Road,Sunny,No,Yellow
Sector 43,2025-06-28,06:00:00,212,High,19,Highway,Sunny,No,Yellow
IT Park,2025-06-28,07:00:00,1683,Low,22,Main Road,Foggy,No,Red
Sector 43,2025-06-28,08:00:00,1741,Medium,23,Main Road,Cloudy,No,Yellow
Sector 43,2025-06-28,09:00:00,563,High,19,Highway,Rainy,No,Yellow
Sector 22,2025-06-28,10:00:00,399,High,49,Highway,Sunny,No,Green
Sector 35,2025-06-28,11:00:00,1982,Medium,32,Highway,Foggy,No,Green
IT Park,2025-06-28,12:00:00,730,Low,64,Highway,Rainy,No,Green
Sector 22,2025-06-28,13:00:00,1537,Medium,72,Street,Sunny,No,Green
Sector 43,2025-06-28,14:00:00,1900,High,51,Street,Rainy,No,Red
Sector 22,2025-06-28,15:00:00,1910,Low,75,Main Road,Rainy,No,Red
Sector 35,2025-06-28,16:00:00,1448,Medium,56,Main Road,Cloudy,No,Green
Industrial Area,2025-06-28,17:00:00,1165,High,61,Main Road,Cloudy,No,Green
IT Park,2025-06-28,18:00:00,230,Medium,27,Street,Sunny,No,Green
Sector 35,2025-06-28,19:00:00,792,Low,27,Highway,Sunny,No,Green
Sector 17,2025-06-28,20:00:00,1374,Low,33,Main Road,Cloudy,Yes,Yellow
IT Park,2025-06-28,21:00:00,709,Low,32,Street,Sunny,No,Green
Sector 35,2025-06-28,22:00:00,1865,Low,21,Main Road,Sunny,No,Yellow
Sector 43,2025-06-28,23:00:00,1262,Low,32,Street,Cloudy,No,Green
IT Park,2025-06-29,00:00:00,1932,Medium,30,Highway,Rainy,No,Red
IT Park,2025-06-29,01:00:00,1935,Low,73,Street,Sunny,No,Red
Sector 22,2025-06-29,02:00:00,1387,Low,43,Highway,Foggy,No,Green
Sector 43,2025-06-29,03:00:00,542,High,11,Main Road,Cloudy,No,Red
Sector 17,2025-06-29,04:00:00,972,Low,78,Highway,Sunny,No,Red
Industrial Area,2025-06-29,05:00:00,1995,High,40,Street,Sunny,No,Red
Sector 35,2025-06-29,06:00:00,177,High,77,Main Road,Cloudy,No,Red
Sector 22,2025-06-29,07:00:00,1592,High,79,Main Road,Foggy,No,Yellow
Sector 35,2025-06-29,08:00:00,1499,Medium,28,Street,Foggy,No,Yellow
Sector 17,2025-06-29,09:00:00,1632,Medium,22,Highway,Cloudy,No,Yellow
Sector 17,2025-06-29,10:00:00,614,High,74,Street,Foggy,No,Yellow
IT Park,2025-06-29,11:00:00,1260,Medium,15,Highway,Sunny,No,Green
Sector 17,2025-06-29,12:00:00,599,Low,36,Highway,Foggy,No,Red
Sector 35,2025-06-29,13:00:00,502,Medium,61,Main Road,Sunny,No,Red
Sector 43,2025-06-29,14:00:00,520,Low,57,Highway,Rainy,Yes,Green
Sector 43,2025-06-29,15:00:00,1037,Low,77,Main Road,Foggy,No,Green
IT Park,2025-06-29,16:00:00,787,Medium,53,Street,Rainy,No,Yellow
Industrial Area,2025-06-29,17:00:00,1638,Medium,26,Street,Cloudy,No,Yellow
Sector 35,2025-06-29,18:00:00,1984,High,47,Main Road,Foggy,No,Red
Sector 35,2025-06-29,19:00:00,273,Medium,19,Main Road,Sunny,No,Green
Sector 17,2025-06-29,20:00:00,203,Medium,63,Highway,Foggy,No,Red
Sector 35,2025-06-29,21:00:00,609,Medium,15,Main Road,Cloudy,Yes,Green
Sector 22,2025-06-29,22:00:00,400,Low,15,Street,Cloudy,No,Yellow
Industrial Area,2025-06-29,23:00:00,1220,Low,61,Main Road,Sunny,Yes,Red
Sector 17,2025-06-30,00:00:00,1978,Low,24,Main Road,Foggy,No,Red
Sector 22,2025-06-30,01:00:00,1649,High,77,Main Road,Rainy,Yes,Green
IT Park,2025-06-30,02:00:00,398,High,66,Highway,Cloudy,No,Red
Sector 43,2025-06-30,03:00:00,231,High,65,Main Road,Cloudy,Yes,Yellow
IT Park,2025-06-30,04:00:00,686,Low,16,Highway,Sunny,No,Red
Sector 43,2025-06-30,05:00:00,1067,Medium,60,Highway,Foggy,No,Green
IT Park,2025-06-30,06:00:00,228,High,67,Main Road,Rainy,No,Red
Sector 35,2025-06-30,07:00:00,1112,High,73,Highway,Foggy,No,Yellow
Sector 22,2025-06-30,08:00:00,821,Low,35,Main Road,Foggy,No,Green
Sector 43,2025-06-30,09:00:00,943,High,67,Street,Rainy,No,Green
Sector 17,2025-06-30,10:00:00,1076,Medium,40,Street,Sunny,No,Yellow
Sector 22,2025-06-30,11:00:00,1065,Low,75,Highway,Cloudy,No,Green
Sector 17,2025-06-30,12:00:00,113,Low,22,Street,Sunny,Yes,Green
Sector 22,2025-06-30,13:00:00,78,Medium,27,Main Road,Sunny,Yes,Red
Sector 22,2025-06-30,14:00:00,421,Medium,22,Highway,Foggy,No,Green
IT Park,2025-06-30,15:00:00,1596,Medium,33,Main Road,Rainy,No,Red
Sector 43,2025-06-30,16:00:00,146,High,66,Highway,Cloudy,No,Yellow
Sector 43,2025-06-30,17:00:00,1943,Medium,38,Highway,Foggy,No,Yellow
Sector 22,2025-06-30,18:00:00,1515,Low,65,Highway,Cloudy,No,Yellow
Sector 35,2025-06-30,19:00:00,1276,Medium,63,Highway,Foggy,No,Yellow
Sector 35,2025-06-30,20:00:00,1484,Low,14,Street,Rainy,No,Green
Sector 17,2025-06-30,21:00:00,1042,Low,44,Street,Cloudy,No,Green
Sector 17,2025-06-30,22:00:00,70,High,28,Street,Cloudy,No,Red
IT Park,2025-06-30,23:00:00,1624,Medium,64,Highway,Sunny,No,Red
Sector 22,2025-07-01,00:00:00,784,High,78,Street,Foggy,No,Red
Sector 17,2025-07-01,01:00:00,1175,Medium,53,Highway,Foggy,No,Green
Sector 17,2025-07-01,02:00:00,1119,Medium,47,Street,Foggy,No,Red
Industrial Area,2025-07-01,03:00:00,115,Medium,71,Highway,Sunny,No,Green
Sector 22,2025-07-01,04:00:00,652,Medium,31,Street,Sunny,No,Yellow
IT Park,2025-07-01,05:00:00,1237,Medium,49,Street,Cloudy,No,Green
Sector 17,2025-07-01,06:00:00,1184,Low,35,Street,Foggy,No,Yellow
IT Park,2025-07-01,07:00:00,387,Low,14,Highway,Foggy,No,Red
Sector 43,2025-07-01,08:00:00,172,Medium,63,Highway,Cloudy,No,Green
IT Park,2025-07-01,09:00:00,1778,Low,58,Street,Cloudy,No,Red
Sector 35,2025-07-01,10:00:00,496,High,12,Highway,Cloudy,No,Red
Sector 35,2025-07-01,11:00:00,660,High,47,Main Road,Rainy,No,Yellow
IT Park,2025-07-01,12:00:00,1364,High,23,Street,Rainy,Yes,Red
Sector 35,2025-07-01,13:00:00,720,Medium,56,Street,Cloudy,No,Green
Sector 43,2025-07-01,14:00:00,1485,Medium,23,Main Road,Sunny,No,Red
Sector 22,2025-07-01,15:00:00,664,Low,47,Highway,Sunny,No,Yellow
Sector 35,2025-07-01,16:00:00,946,Low,73,Highway,Foggy,No,Yellow
Sector 35,2025-07-01,17:00:00,330,Low,53,Highway,Rainy,No,Red
IT Park,2025-07-01,18:00:00,1116,High,79,Street,Rainy,No,Yellow
Sector 43,2025-07-01,19:00:00,1559,High,74,Street,Cloudy,No,Red
Sector 22,2025-07-01,20:00:00,645,High,34,Street,Cloudy,No,Yellow
IT Park,2025-07-01,21:00:00,752,High,25,Street,Cloudy,No,Red
IT Park,2025-07-01,22:00:00,1124,Low,24,Street,Cloudy,No,Red
Industrial Area,2025-07-01,23:00:00,1971,Medium,12,Highway,Cloudy,No,Green
Sector 43,2025-07-02,00:00:00,259,Medium,76,Main Road,Sunny,No,Green
Sector 22,2025-07-02,01:00:00,175,High,46,Highway,Sunny,Yes,Red
Sector 43,2025-07-02,02:00:00,541,Medium,64,Highway,Cloudy,No,Green
Sector 22,2025-07-02,03:00:00,1582,Medium,47,Street,Sunny,No,Green
Sector 43,2025-07-02,04:00:00,1009,Medium,72,Main Road,Cloudy,No,Yellow
IT Park,2025-07-02,05:00:00,1019,High,10,Main Road,Cloudy,No,Green
IT Park,2025-07-02,06:00:00,630,Low,28,Highway,Rainy,No,Yellow
Sector 17,2025-07-02,07:00:00,826,Low,61,Main Road,Sunny,No,Green
Sector 35,2025-07-02,08:00:00,307,Medium,39,Highway,Sunny,No,Green
Industrial Area,2025-07-02,09:00:00,1261,Low,64,Highway,Rainy,No,Red
Sector 43,2025-07-02,10:00:00,279,Low,23,Highway,Sunny,No,Green
Industrial Area,2025-07-02,11:00:00,238,High,22,Highway,Rainy,No,Red
Sector 17,2025-07-02,12:00:00,1488,High,36,Street,Foggy,No,Red
Sector 35,2025-07-02,13:00:00,59,Medium,18,Main Road,Sunny,No,Red
Sector 43,2025-07-02,14:00:00,1187,Medium,50,Street,Cloudy,No,Red
Sector 22,2025-07-02,15:00:00,1149,Medium,57,Street,Rainy,No,Green
Sector 35,2025-07-02,16:00:00,725,High,21,Street,Cloudy,No,Red
IT Park,2025-07-02,17:00:00,551,Low,19,Highway,Cloudy,No,Green
Sector 17,2025-07-02,18:00:00,134,High,15,Highway,Sunny,No,Green
Sector 35,2025-07-02,19:00:00,98,High,43,Street,Rainy,No,Yellow
Sector 35,2025-07-02,20:00:00,1568,Low,61,Street,Foggy,No,Yellow
IT Park,2025-07-02,21:00:00,887,Low,50,Main Road,Cloudy,No,Yellow
Sector 43,2025-07-02,22:00:00,1057,Medium,15,Street,Cloudy,No,Red
Sector 22,2025-07-02,23:00:00,738,Low,11,Highway,Foggy,Yes,Green
IT Park,2025-07-03,00:00:00,436,Low,24,Street,Rainy,No,Green
Sector 22,2025-07-03,01:00:00,1019,Low,26,Main Road,Sunny,No,Red
Sector 43,2025-07-03,02:00:00,1462,Low,25,Main Road,Cloudy,No,Yellow
Sector 35,2025-07-03,03:00:00,1055,Medium,37,Street,Sunny,No,Yellow
Sector 22,2025-07-03,04:00:00,267,Medium,19,Main Road,Rainy,No,Green
Sector 17,2025-07-03,05:00:00,1774,Low,19,Main Road,Foggy,No,Green
Sector 17,2025-07-03,06:00:00,1054,Low,19,Highway,Sunny,Yes,Green
IT Park,2025-07-03,07:00:00,1419,Medium,37,Main Road,Rainy,No,Yellow
Sector 43,2025-07-03,08:00:00,1303,Medium,33,Main Road,Sunny,No,Green
IT Park,2025-07-03,09:00:00,304,Low,28,Street,Sunny,Yes,Yellow
IT Park,2025-07-03,10:00:00,285,High,77,Highway,Cloudy,No,Yellow
Industrial Area,2025-07-03,11:00:00,1099,Medium,65,Main Road,Sunny,No,Yellow
IT Park,2025-07-03,12:00:00,1657,Medium,76,Street,Cloudy,No,Red
Industrial Area,2025-07-03,13:00:00,1334,Medium,51,Street,Rainy,No,Red
Sector 17,2025-07-03,14:00:00,1839,Low,21,Street,Rainy,No,Green
Sector 17,2025-07-03,15:00:00,320,Low,27,Street,Cloudy,No,Yellow
IT Park,2025-07-03,16:00:00,172,Medium,32,Street,Foggy,No,Green
Sector 17,2025-07-03,17:00:00,705,Low,15,Street,Sunny,No,Yellow
Sector 43,2025-07-03,18:00:00,1330,Low,62,Main Road,Rainy,No,Green
Industrial Area,2025-07-03,19:00:00,1729,Medium,51,Highway,Rainy,No,Green
Industrial Area,2025-07-03,20:00:00,1494,Low,75,Highway,Foggy,No,Red
IT Park,2025-07-03,21:00:00,308,High,39,Street,Rainy,No,Red
Sector 17,2025-07-03,22:00:00,997,Low,18,Street,Cloudy,No,Red
Sector 22,2025-07-03,23:00:00,96,Low,51,Highway,Foggy,No,Red
Industrial Area,2025-07-04,00:00:00,912,Medium,43,Main Road,Rainy,No,Yellow
IT Park,2025-07-04,01:00:00,574,Medium,49,Street,Foggy,No,Green
IT Park,2025-07-04,02:00:00,937,High,26,Highway,Foggy,No,Green
Sector 43,2025-07-04,03:00:00,257,Low,38,Highway,Rainy,No,Yellow
Sector 35,2025-07-04,04:00:00,1384,High,59,Street,Rainy,No,Yellow
Sector 35,2025-07-04,05:00:00,796,High,58,Highway,Rainy,No,Green
Industrial Area,2025-07-04,06:00:00,198,Medium,70,Main Road,Foggy,No,Red
Sector 43,2025-07-04,07:00:00,1907,Low,55,Highway,Cloudy,Yes,Red
Sector 43,2025-07-04,08:00:00,487,Medium,55,Street,Cloudy,No,Red
Sector 43,2025-07-04,09:00:00,204,High,26,Street,Sunny,Yes,Yellow
Industrial Area,2025-07-04,10:00:00,1751,High,75,Highway,Rainy,Yes,Green
Sector 35,2025-07-04,11:00:00,1163,Medium,14,Highway,Cloudy,No,Yellow
Sector 43,2025-07-04,12:00:00,1771,Medium,63,Street,Sunny,No,Green
Sector 17,2025-07-04,13:00:00,1903,Medium,25,Main Road,Sunny,No,Red
IT Park,2025-07-04,14:00:00,407,Medium,16,Highway,Rainy,No,Red
IT Park,2025-07-04,15:00:00,1247,Medium,17,Main Road,Sunny,No,Red
Sector 22,2025-07-04,16:00:00,1290,High,47,Main Road,Cloudy,No,Green
Sector 22,2025-07-04,17:00:00,1980,Medium,63,Street,Sunny,No,Red
Industrial Area,2025-07-04,18:00:00,505,Low,24,Street,Sunny,No,Green
Industrial Area,2025-07-04,19:00:00,825,High,59,Street,Cloudy,No,Yellow
IT Park,2025-07-04,20:00:00,1682,High,65,Main Road,Sunny,No,Red
Sector 17,2025-07-04,21:00:00,678,Low,18,Street,Sunny,No,Yellow
Sector 35,2025-07-04,22:00:00,1272,Low,17,Street,Foggy,No,Yellow
Sector 35,2025-07-04,23:00:00,881,High,28,Main Road,Sunny,No,Green
Industrial Area,2025-07-05,00:00:00,535,Medium,60,Main Road,Sunny,No,Yellow
Sector 17,2025-07-05,01:00:00,582,High,66,Main Road,Foggy,No,Green
Industrial Area,2025-07-05,02:00:00,249,High,77,Main Road,Foggy,Yes,Green
Sector 35,2025-07-05,03:00:00,420,Low,40,Highway,Foggy,No,Yellow
Industrial Area,2025-07-05,04:00:00,1063,High,12,Street,Rainy,No,Green
Sector 43,2025-07-05,05:00:00,902,Medium,52,Highway,Rainy,No,Green
Industrial Area,2025-07-05,06:00:00,1521,Low,38,Main Road,Cloudy,Yes,Green
IT Park,2025-07-05,07:00:00,297,High,19,Main Road,Sunny,No,Yellow
Industrial Area,2025-07-05,08:00:00,837,High,21,Main Road,Cloudy,Yes,Green
IT Park,2025-07-05,09:00:00,313,Medium,55,Main Road,Rainy,No,Red
Sector 17,2025-07-05,10:00:00,1131,High,39,Main Road,Sunny,No,Yellow
Sector 35,2025-07-05,11:00:00,1375,High,41,Street,Sunny,No,Yellow
Sector 22,2025-07-05,12:00:00,80,High,56,Highway,Foggy,No,Green
Sector 22,2025-07-05,13:00:00,1571,High,72,Highway,Rainy,Yes,Yellow
Sector 35,2025-07-05,14:00:00,1322,Medium,35,Street,Sunny,No,Red
Sector 22,2025-07-05,15:00:00,654,High,12,Street,Foggy,No,Yellow
Industrial Area,2025-07-05,16:00:00,1850,High,32,Street,Sunny,No,Yellow
Sector 17,2025-07-05,17:00:00,1344,High,59,Highway,Rainy,No,Yellow
Sector 17,2025-07-05,18:00:00,1679,Low,45,Highway,Cloudy,No,Green
Sector 35,2025-07-05,19:00:00,1739,Medium,22,Main Road,Cloudy,No,Red
Sector 22,2025-07-05,20:00:00,1467,Low,38,Highway,Sunny,Yes,Red
Industrial Area,2025-07-05,21:00:00,1870,Low,47,Highway,Foggy,No,Red
Sector 17,2025-07-05,22:00:00,551,Medium,14,Street,Foggy,Yes,Yellow
Sector 17,2025-07-05,23:00:00,1665,Low,29,Highway,Foggy,No,Red
Sector 43,2025-07-06,00:00:00,1877,Low,23,Main Road,Rainy,Yes,Green
Sector 43,2025-07-06,01:00:00,1157,Low,17,Highway,Cloudy,No,Yellow
Sector 17,2025-07-06,02:00:00,1438,Medium,57,Street,Cloudy,No,Green
Sector 35,2025-07-06,03:00:00,935,High,22,Street,Sunny,No,Yellow
IT Park,2025-07-06,04:00:00,598,Medium,33,Main Road,Cloudy,No,Green
IT Park,2025-07-06,05:00:00,1415,Medium,74,Main Road,Foggy,No,Yellow
Industrial Area,2025-07-06,06:00:00,888,Medium,43,Highway,Rainy,No,Green
Sector 17,2025-07-06,07:00:00,1480,Low,60,Main Road,Foggy,Yes,Red
Sector 17,2025-07-06,08:00:00,1498,High,12,Main Road,Foggy,No,Yellow
Sector 17,2025-07-06,09:00:00,1817,Medium,67,Street,Cloudy,No,Yellow
Sector 35,2025-07-06,10:00:00,1166,Medium,64,Street,Rainy,No,Green
Sector 43,2025-07-06,11:00:00,897,High,51,Highway,Rainy,No,Green
Sector 17,2025-07-06,12:00:00,663,High,30,Highway,Foggy,No,Green
Sector 17,2025-07-06,13:00:00,461,High,19,Highway,Sunny,No,Yellow
Sector 22,2025-07-06,14:00:00,481,Low,66,Highway,Cloudy,No,Green
Sector 35,2025-07-06,15:00:00,727,High,34,Street,Sunny,No,Red
Industrial Area,2025-07-06,16:00:00,208,Low,65,Highway,Foggy,No,Green
Sector 17,2025-07-06,17:00:00,63,Medium,47,Highway,Cloudy,No,Green
Sector 22,2025-07-06,18:00:00,422,Low,70,Main Road,Sunny,No,Green
IT Park,2025-07-06,19:00:00,274,High,56,Highway,Sunny,No,Red
Industrial Area,2025-07-06,20:00:00,1578,Low,63,Main Road,Sunny,No,Green
Sector 17,2025-07-06,21:00:00,1146,High,55,Street,Cloudy,No,Green
Sector 17,2025-07-06,22:00:00,1322,Low,77,Highway,Sunny,No,Yellow
Sector 22,2025-07-06,23:00:00,560,Medium,13,Main Road,Rainy,No,Yellow
Sector 35,2025-07-07,00:00:00,652,Low,75,Highway,Foggy,No,Green
Sector 17,2025-07-07,01:00:00,265,Medium,52,Main Road,Cloudy,No,Yellow
IT Park,2025-07-07,02:00:00,1675,High,71,Highway,Rainy,No,Green
Sector 17,2025-07-07,03:00:00,1614,Medium,13,Street,Sunny,Yes,Green
IT Park,2025-07-07,04:00:00,1890,High,74,Street,Foggy,No,Red
Industrial Area,2025-07-07,05:00:00,1037,High,71,Main Road,Sunny,No,Green
Industrial Area,2025-07-07,06:00:00,1293,Medium,11,Main Road,Rainy,No,Yellow
Sector 43,2025-07-07,07:00:00,889,Medium,18,Street,Sunny,No,Yellow
Sector 43,2025-07-07,08:00:00,776,Low,66,Highway,Cloudy,No,Yellow
IT Park,2025-07-07,09:00:00,1294,Low,54,Main Road,Rainy,Yes,Yellow
Sector 35,2025-07-07,10:00:00,1462,Medium,27,Street,Cloudy,No,Green
Sector 17,2025-07-07,11:00:00,603,Medium,57,Main Road,Foggy,No,Red
Sector 17,2025-07-07,12:00:00,1720,Medium,51,Street,Cloudy,No,Red
Sector 43,2025-07-07,13:00:00,1115,Medium,50,Street,Cloudy,No,Green
IT Park,2025-07-07,14:00:00,725,High,67,Main Road,Sunny,No,Yellow
Sector 17,2025-07-07,15:00:00,922,Medium,51,Main Road,Sunny,No,Red
Sector 17,2025-07-07,16:00:00,332,Medium,44,Street,Rainy,No,Red
Sector 35,2025-07-07,17:00:00,1131,Medium,47,Highway,Foggy,No,Green
Sector 22,2025-07-07,18:00:00,1887,Medium,76,Street,Rainy,No,Yellow
Sector 43,2025-07-07,19:00:00,883,High,50,Highway,Foggy,No,Red
Sector 43,2025-07-07,20:00:00,586,Low,59,Highway,Foggy,No,Green
Sector 22,2025-07-07,21:00:00,1146,Low,54,Highway,Cloudy,No,Red
Sector 17,2025-07-07,22:00:00,1958,Low,28,Main Road,Sunny,No,Red
Sector 35,2025-07-07,23:00:00,972,Low,26,Street,Foggy,No,Yellow
